Y0
329.1263
351.8863
375.7865
364.7351
354.7597
332.0356
310.0589
293.6838
321.1026
285.0242
251.9535
229.6971
195.3892
241.9345
321.5278
296.8789
249.5079
334.3678
366.7994
372.9761
360.9566
353.9178
281.7164
251.6410
236.6145
278.0181
259.3729
264.0501
243.8408
247.0091
334.8173
358.2763
371.0609
358.0390
298.8101
242.4783
238.1708
308.8769
233.4044
233.9011
249.5295
266.0675
298.6606
314.6595
327.1125
359.7357
391.2369
392.8811
374.9927
363.9413
349.6960
375.0831
383.8104
391.2353
405.5265
383.2868
324.0024
310.3844
301.0474
317.7865
308.8779
283.0493
252.9953
269.3308
275.9815
280.1870
262.2779
173.1711
189.4870
246.1483
262.1019
285.1246
317.4790
274.3058
308.3658
268.1181
241.1042
248.7632
351.1226
423.7780
421.5997
404.9814
368.4589
381.1282
368.2150
352.5121
383.5830
418.2212
364.8258
317.2068
365.6123
351.6829
332.6343
336.5025
337.1042
270.0891
238.4017
213.6682
228.0823
260.5582
303.9282
316.0472
312.8770
257.3046
283.1449
287.5629
310.2162
343.1966
311.4459
219.5322
241.8723
267.5717
283.8324
338.9950
302.4236
299.6068
315.4775
383.8622
353.3548
311.9559
219.2590
248.5403
315.0966
279.9938
256.3545
313.0992
399.2110
404.1034
427.0332
448.2583
426.9366
432.2034
444.4277
394.8272
341.2289
375.4017
323.7845
299.4926
264.4384
277.9192
272.7551
247.0433
299.8500
385.3454
324.2116
296.7256
341.0806
332.2880
321.2274
346.1015
387.7676
361.8156
392.1402
411.6937
432.5580
407.1923
365.3678
313.8665
280.8341
303.5087
360.0862
400.9114
362.0004
171.8409
157.6199
291.6082
312.3689
321.2890
322.0251
345.1643
296.8541
252.8999
309.4455
265.8162
299.6739
364.7158
371.6486
349.1435
291.9139
336.9931
350.9831
364.5475
329.9029
267.1832
233.6604
297.5450
288.5243
298.6402
374.7242
496.5419
559.7270
550.3118
529.9582
485.8427
389.0400
378.3834
375.2794
320.3747
393.2849
384.7344
354.0578
340.3200
351.7792
339.9911
331.0396
339.1023
358.3271
340.2035
310.0841
404.5911
501.1143
472.7189
389.7580
406.3726
401.5528
414.3857
365.3191
351.8145
393.2802
375.4897
300.0879
269.4243
314.5897
338.9726
320.8506
325.8961
324.8869
245.8164
252.1178
240.0760
293.0985
368.7499
403.0039
412.7123
413.0297
393.8128
427.8344
453.0646
466.1706
453.2561
389.6605
335.4312
321.5928
316.5912
359.6335
376.9553
395.2454
422.0471
359.6274
404.2264
438.2650
395.3076
375.0567
408.5493
395.4111
385.8458
335.8959
378.0963
291.8368
314.6447
373.5808
350.0880
284.3799
313.4557
323.0596
308.6862
297.2584
270.3636
305.7408
384.8085
393.3155
342.0562
376.0681
402.7482
398.5151
446.9888
450.9214
387.3452
404.0262
442.4043
492.7544
470.0286
434.9175
466.9161
441.1144
375.5442
346.4601
332.7226
314.6766
383.6208
395.4718
374.5699
379.3985
388.6901
488.8198
531.2401
539.3026
520.1118
534.7972
504.2565
495.7489
497.6783
518.9329
534.0527
483.1451
404.9846
392.5618
390.4738
300.6178
363.8435
385.7813
419.9380
483.7449
487.1576
460.7545
436.0318
370.4573
345.3658
416.9844
384.6495
357.5855
377.4909
370.6715
421.9597
451.9557
432.6233
447.8911
