Y0
4211.8335
4860.3936
7888.6865
7904.8989
7360.4712
5009.6279
-2899.7400
-1581.7664
-2787.2288
-1412.1375
-388.2686
2862.2849
1925.7410
-5610.3521
-11847.1064
-9469.7393
-1760.6927
5834.3716
5901.8955
3283.9111
-3995.4807
-2393.0845
-5232.3853
-958.0712
5068.5703
2182.4958
-5752.5308
-8845.0303
-4091.6633
2450.5698
6594.7236
8483.1367
6101.1133
1768.0216
2176.2158
5320.6230
8290.5586
9097.4209
3160.2576
478.8788
-3537.8066
-2703.5430
-3376.6030
-2428.7026
-1396.0441
-5706.6558
-842.4089
-622.5375
-5534.8433
-1408.2731
2853.8704
5074.7954
1033.9722
-3473.9849
1225.6580
3976.0771
1489.0649
3445.8945
8322.7266
5893.7549
4041.3784
1520.6067
3433.3567
5412.5200
7324.4717
8647.6211
10257.2344
5978.3174
4172.7373
2815.0742
10474.3018
17565.1602
16710.9453
8878.9160
-4422.6724
-5837.2222
147.9054
5073.9688
5204.3169
1168.6345
2076.8777
1561.0428
2876.2725
909.0001
-2488.7612
-707.8329
747.1475
3565.1279
2792.1328
2998.2585
9974.9629
7664.6978
7824.8604
3919.3362
1872.6290
7251.4199
9107.4492
3557.3586
7561.2788
13582.6670
11217.0771
8557.9209
9222.1660
6922.6089
13134.3037
16578.0938
19651.4199
17661.0059
14143.6328
11126.6992
13052.7910
20090.0547
22038.4004
18006.7793
12804.3555
13336.6963
14245.9268
10154.5430
4713.8652
1071.7909
2891.3640
9960.9570
14379.5762
17110.4590
22581.1016
12502.5381
-112.6399
-747.7808
-93.1322
-3121.2173
3148.0881
8219.7109
5493.0220
4096.9541
8036.3237
13501.4990
11466.2549
5972.7500
157.1313
-5239.6387
-5263.7861
-4822.9160
-4182.5562
-2237.7759
-5797.6924
-5730.2993
1972.9789
4100.0947
-1715.2328
-979.5019
4453.5469
4777.3081
3082.9929
-3964.1260
-5668.5469
-1612.9573
-1140.3940
2987.0715
3633.6082
4604.0308
4608.2954
7349.6514
4389.1680
-594.9166
-68.1207
-1164.6642
-3595.5813
-1446.2874
-3672.2012
-6979.7285
-3297.8289
-6169.1416
-1483.9170
896.6378
-1766.2285
1896.5050
-492.8913
-1437.3561
5632.9380
12677.8652
9632.4697
6575.3452
5383.3628
763.1817
-1016.9800
2972.0898
4004.3850
-3592.1501
-10835.9541
-5587.1875
1767.8535
7294.5625
13061.5303
14382.5664
7020.5430
-1103.0465
1173.6406
886.1037
4774.7588
7366.7051
5950.5127
5896.9580
5174.7227
12265.0889
20675.0938
25020.1934
23878.4277
23450.7871
28265.2402
34127.4570
41212.7695
38728.8086
35217.2266
42197.6641
47051.7812
51940.2461
55137.1367
54815.6289
56664.0156
54214.2969
57706.1094
56859.8164
56615.3320
48867.1211
47437.5898
51481.1797
57768.2812
61598.7383
66649.2344
70178.0938
73404.7500
69584.5547
67968.6172
68540.2578
66838.1328
61243.0195
64642.7930
71858.7578
77189.4531
84221.7422
87353.8203
85246.6562
87427.3516
92430.0312
93619.3438
95219.6797
98501.5703
97811.5938
93318.3359
92589.8906
86858.8594
87018.6328
84026.7656
83260.9453
88357.1016
90762.7969
93034.6953
95316.1094
95179.0547
91671.1172
92963.9844
94070.9141
93805.3828
93100.9219
88960.0312
94895.6484
92931.5625
87807.1094
80414.4453
73945.3828
68352.9766
70099.2266
68036.0312
67990.9922
58241.9336
52624.3477
56494.6445
60981.7227
54554.2500
47476.5703
42300.3828
38691.6758
42799.7461
43443.3477
43247.0820
45299.2773
42932.9492
34959.1875
24692.0332
24694.4551
26521.7930
26449.6953
27548.1582
32539.4824
33620.1172
24157.6895
16483.3203
13973.0068
15428.7520
20404.1621
16423.5898
14502.0098
18541.7676
16495.2852
11104.0430
6367.2446
-2927.7734
-7084.8843
-5944.1396
-2554.2163
4203.2451
-1175.3804
-9020.6797
-10080.7041
-3624.4768
965.3361
3048.1594
7142.9106
16433.8906
22986.8242
24638.5430
26764.1055
23934.3066
31358.5645
32409.9707
28187.2051
25464.6602
25420.5566
28894.7832
33940.0508
40540.6875
39460.6172
36921.5586
47276.5312
52090.1328
50940.3359
53656.4023
59569.1562
62166.6133
60876.0391
70331.2734
76312.4531
83599.2812
88096.8594
82686.8438
81111.2500
78906.8516
81730.0625
89417.0781
95172.7031
103770.7031
110545.4219
108870.0469
110734.1250
116448.0078
116767.5234
115392.1797
119392.5938
126624.0938
127484.2344
121635.3359
123776.0000
125486.9141
125483.9141
120238.1484
119220.4062
118926.8203
119615.4688
119351.8594
118828.9141
118233.4766
118930.4062
117708.8750
113922.4844
113545.9531
116351.8828
118088.6484
117814.0547
117737.5234
116559.9062
116164.4297
114291.4531
113248.1641
105192.0703
100021.2188
95914.0156
93867.2734
81521.7109
75380.0391
72596.3203
67479.7656
68485.3203
74241.9297
68400.6094
60925.4258
58159.5273
56391.1797
49651.0430
47838.5625
45511.6289
42386.9219
43052.7344
40582.0898
32519.0996
29943.4941
23584.0527
14498.9531
15363.9883
20579.5098
23921.3145
18676.0859
19102.8340
16539.2266
16703.1367
11894.9463
19409.2461
19777.0215
17436.3906
14578.6074
20812.5508
18244.0645
9142.2969
8368.6084
8139.2617
