X0,Y0
5,1606.655
7,1432.173
9,1649.639
11,1959.909
13,2181.704
15,2459.147
17,2827.564
19,3188.193
21,3607.488
23,4131.714
25,4373.974
27,4014.513
29,3242.207
31,2567.730
33,1997.889
35,1695.642
37,1450.466
39,1256.861
41,1148.800
43,1187.298
45,1396.906
47,1608.869
49,1739.555
51,1747.748
53,1728.169
55,1703.742
57,1655.040
59,1526.494
61,1447.178
63,1353.283
65,1253.623
67,1163.176
69,1107.842
