X0,Y0
5,1867.691
7,1824.556
9,2345.383
11,3616.367
13,7845.471
15,17789.064
17,23642.838
19,17530.293
21,7173.629
23,3618.777
25,2792.882
27,3003.392
29,4068.064
31,5968.680
33,7952.298
35,7509.151
37,5194.208
39,3019.791
41,2015.797
43,1718.802
45,1755.366
47,1992.366
49,2268.513
51,2220.234
53,1832.646
55,1373.399
57,1025.389
59,820.661
61,732.502
63,710.430
65,704.388
67,676.837
69,615.980
